-0.0135694, 0.0484322, -0.998734, 0.985475, -0.121977, 0.118152, -1.69102
-0.0505711, -0.0314976, -0.998224, 0.981879, -0.11459, 0.150937, -1.8375
0.0189003, 0.0976579, -0.995041, 0.974835, 0.0301392, 0.22088, -1.45593
0.101372, 0.0866866, -0.991065, 0.978419, -0.0152603, 0.206069, -1.38141
0.0554751, 0.106999, -0.99271, 0.989603, -0.00309463, 0.143795, -1.36079
-0.0780639, 0.211618, -0.97423, 0.93113, -0.149201, 0.332772, -1.27799
-0.0575937, 0.242043, -0.968555, 0.918688, -0.128195, 0.373602, -1.27582
-0.0645614, 0.224098, -0.972426, 0.947698, -0.0820699, 0.308437, -1.29121
0.0333341, 0.200409, -0.979145, 0.983422, -0.066758, 0.168598, -1.12625
0.114521, 0.266826, -0.956916, 0.942629, 0.00587069, 0.333792, -1.37842
0.0894783, 0.216287, -0.972221, 0.951375, 0.0386055, 0.305605, -1.45255
0.0904334, 0.19613, -0.976399, 0.891088, 0.331983, -0.309433, -1.74351
0.0567959, 0.219642, -0.973926, 0.948793, -0.00245582, 0.315887, -1.32062
0.506948, 0.149087, -0.848986, 0.903743, 0.364379, 0.224672, -1.72218
0.145044, 0.214492, -0.965896, 0.938236, 0.148145, 0.312675, -1.15614
0.0586997, 0.200111, -0.978013, 0.919754, -0.104866, 0.378228, -1.22187
-0.125754, 0.190789, -0.973543, 0.940601, -0.217214, 0.260935, -1.42681
-0.0923071, 0.206412, -0.974101, 0.929878, -0.197006, 0.310668, -1.39511
-0.111582, 0.188876, -0.975641, 0.916196, -0.260345, 0.30464, -1.47986
-0.109622, 0.184004, -0.976794, 0.913605, -0.225763, 0.338168, -1.41757
-0.101969, 0.197788, -0.974927, 0.931997, -0.209917, 0.295495, -1.44099
-0.114388, 0.188594, -0.975371, 0.929258, -0.239067, 0.281652, -1.47838
-0.0963551, 0.17583, -0.979694, 0.930102, -0.198621, 0.308966, -1.37698
-0.201235, 0.280565, -0.938503, 0.853223, -0.352022, 0.384825, -1.36307
-0.109819, 0.241876, -0.964072, 0.960377, -0.119543, 0.251766, -1.47966
-0.168104, 0.275823, -0.946395, 0.924756, -0.270419, 0.267769, -1.29789
0.0281138, 0.182091, -0.98288, 0.94915, -0.126829, 0.288148, -1.76609
0.660675, 0.264137, -0.702667, 0.710734, 0.638047, 0.296233, -1.14537
0.719731, 0.214429, -0.660309, -0.673525, -0.705243, -0.221351, 1.09281
0.778281, 0.213265, -0.59059, -0.658705, -0.714229, -0.236611, 1.04779
0.778566, 0.192635, -0.597267, -0.64257, -0.717486, -0.268921, 1.01846
0.767601, 0.182585, -0.614371, -0.660173, -0.717625, -0.221779, 1.04594
0.779287, 0.153162, -0.607662, -0.662029, -0.715123, -0.224312, 1.04244
-0.739038, 0.0897286, -0.667661, 0.602471, -0.785966, 0.138879, -1.1699
-0.766567, 0.109337, -0.632787, 0.500786, -0.855211, 0.13352, -1.08097
